lon,lat,pop,emp
3948781.39874862,2249777.53832075,2505.80492640346,396
3949576.70893355,2249961.13223148,1009.83670393579,258
3948641.18725141,2249458.58495417,2268.01643116353,0
3948547.99096432,2248878.64838794,2825.60813339914,1439
3949891.84614892,2247470.14479891,2072.98599818403,929
3950346.24423599,2246868.07373361,189.354694573391,268
3946287.22509196,2248551.610324,2483.88544189668,1429
3946612.33786989,2247223.03560185,1563.22912810781,1268
3946533.22318585,2246129.50920745,1406.25669596181,36
3946581.11852998,2248029.20141133,1212.7517244874,1898
3947179.52216908,2251940.77727368,2506.62108956047,305
3947638.80628047,2252010.2630012,1582.49261479294,62
3947606.82031332,2251682.60767204,2975.19539669178,417
3946654.59372533,2251381.26488353,1842.76211868397,139
3946754.37745571,2251037.16487293,2489.8452626984,519
3947101.38932064,2251326.14682948,2110.44733709377,240
3947529.66458042,2251170.3865223,2126.96697701847,587
3946803.69787549,2250728.98365868,2810.50348198041,323
3947496.13724849,2250614.23707815,1101.81050734132,5412
3950527.0813126,2249043.97409819,547.544005613962,59
3953190.48416831,2246419.04504469,0,0
3947670.03697826,2252958.43164465,2711.09819231301,211
3947139.51570728,2253212.37231281,2795.45357645888,609
3947422.78207218,2252726.93439487,3739.77789476678,323
3947306.34944903,2252594.65475328,2792.78193790642,4013
3946607.49639478,2253147.20029393,4413.51768621424,956
3946440.36159957,2252923.01245131,0,77
3948084.72410618,2252360.75997874,2579.10133845263,572
3948594.1497075,2252901.33835422,1625.26588124402,680
3949197.47779991,2252966.39072415,1650.06004208982,154
3949688.86192837,2252846.69495828,2421.86070830769,638
3950208.90696301,2252944.07909795,1952.48165991568,103
3950100.16230685,2252587.82552507,2285.75630187686,204
3949983.9185374,2252210.86736362,2069.93318029395,37
3949324.54251557,2252423.93922305,2409.94045269887,219
3949326.01198686,2251975.64377762,1947.9062921309,35
3950484.44040334,2251525.15574154,222.818571557644,10
3948241.61106137,2252022.13315782,2172.47815576979,63
3948543.02789573,2251503.98185812,3042.64444197535,264
3948037.49866621,2251689.49772371,2254.41797718331,596
3949035.77251649,2251468.33285993,1931.0782134891,42
3950188.77243194,2250707.64117859,2042.91480353118,267
3948736.36825639,2252135.65945669,3426.41344811634,1713
3947962.52069893,2253288.501577,1836.16654339797,481
3947408.60050799,2253570.15502695,3289.1694317388,154
3948315.08850711,2253691.09795758,116.963268570796,12
3954759.79886679,2255070.9235896,2004.38602990406,547
3953720.55678963,2252827.65116173,2485.56311892664,695
3953047.02931292,2250899.90578141,18.2079390475295,0
3956138.55393691,2255055.21797902,4739.18968343964,1049
3957099.74553023,2254525.83014103,1517.69639160871,146
3954930.48823692,2252270.71346163,2915.30323142702,125
3955057.06972992,2251287.45411587,12.1461473717664,0
3949129.17378994,2254063.29681204,2228.5884936075,98
3949392.12399757,2253878.25379737,2296.97062166396,35
3949940.03580397,2254195.12866355,1567.35704784689,69
3949820.53972365,2253913.9562673,2106.10376123054,32
3949273.5515294,2253531.86991733,2056.18668049766,106
3950289.89967956,2253549.56124296,1816.65400474081,1080
3950263.91352635,2254126.84911578,2042.04068461426,5
3950723.50257918,2254019.70677974,2020.42757059871,48
3950956.60401897,2254224.86527082,1740.61994081186,36
3951938.44661701,2253089.57390471,2002.07073305101,236
3952442.52183583,2253181.91494766,1772.3266121032,382
3951392.62320005,2254377.06826459,2651.68369153293,156
3952405.5953644,2254226.15050971,3306.09426072537,1383
3951467.81359318,2253650.68117945,229.727967444754,2072
3952027.84536497,2251759.14918253,28.998979854355,1
3955826.70729515,2253642.99373314,1908.70022649103,704
3954634.30017467,2253208.71979758,352.216108074643,1891
3956052.53940648,2256157.95205974,902.919494103052,124
3951238.81219811,2253276.23815815,1831.30507370669,170
3951005.76376407,2252878.21537329,2067.42931383911,20
3950690.84896794,2253113.80815776,2737.73311800744,125
3951011.59130798,2252438.7309863,768.259590166727,4
3951670.44728062,2252952.31513114,1843.21809021128,36
3953797.33614211,2255227.89141344,3239.17712667166,1121
3953331.28157877,2253758.01742068,103.698266679193,3775
3950886.41051712,2255258.12467612,4341.17473682347,835
3951259.40311379,2254872.76588609,2552.40082763397,125
3950188.00519585,2254588.163655,3079.991703777,163
3949520.98510489,2255501.74067434,3369.91128216171,287
3949527.06649784,2254981.33892946,4444.13176491203,674
3948052.87839714,2256249.69656417,1639.41471275746,1264
3948563.49302351,2256496.94016173,2411.08428532461,221
3949007.71612183,2256931.18847335,2734.83070348552,291
3950064.46182411,2257101.04860682,2882.39209309886,89
3949626.73952488,2256733.93292712,2444.20260947434,118
3948880.60157246,2256049.13176505,1971.30498442644,457
3948515.05136206,2255552.75272521,2412.07060473139,772
3948129.09877353,2255499.65255074,1791.97230938577,610
3947809.20170667,2254985.06838513,2381.67788032581,203
3948100.68321557,2254755.38622047,1596.55562257622,63
3948675.40422566,2255038.37313728,1806.6821293281,132
3948770.99947473,2254369.0240288,3468.53644030218,2657
3950663.2050467,2256803.97494612,2443.31131884054,155
3951112.25621584,2256378.65591516,2523.26850782866,197
3949763.29372801,2256100.91804799,2404.7977605895,142
3950371.46493817,2256018.64157604,2421.4572839026,210
3952593.2635496,2255719.37671232,3285.68961689329,1425
3951897.94434298,2256004.46936682,2633.14082142053,315
3950977.36564651,2259902.19497541,2948.88771585075,405
3950452.22526382,2260351.46563795,3289.58013121944,2626
3950768.30084567,2258944.38579121,3963.49386716768,1315
3951066.4166411,2258493.33577025,2316.41032630695,795
3947889.69956449,2258188.1887093,3649.0850679671,204
3948239.14293604,2257599.93650052,3313.28202744281,631
3948671.83123295,2257631.63230202,2719.40083956777,651
3948030.55015896,2257822.81970661,1559.97949222635,110
3951801.94144349,2261772.0186286,1151.70062303581,15
3949269.71362274,2262304.80469756,1888.46750488817,123
3950298.57366113,2258060.56679638,2258.8801352242,354
3951921.72424868,2257731.59777247,3021.81564774234,86
3951786.0946673,2257218.54844002,1857.59889490049,321
3951304.06308296,2257112.47996557,1938.99560527367,61
3950948.63386384,2257931.01247713,3202.92814104854,238
3950457.95838097,2257385.73224405,3179.748825017,201
3950662.78478187,2263024.07668214,2264.31086652371,172
3950012.09044534,2258535.21067495,1576.60990691282,70
3949675.60031588,2258662.4351428,2061.03227003643,206
3949264.33904488,2258460.16446062,3273.68139687652,637
3949696.41384786,2257832.50068763,2917.79928851682,212
3949342.46041408,2257592.15772936,3698.53669438693,777
3948154.03368092,2258480.74236489,2168.85453941607,37
3948204.75323295,2258821.7908223,4094.98406485015,693
3948885.312916,2258521.93347426,1829.02569058108,568
3948659.52820018,2258953.9639367,2423.56178678045,117
3947507.11778269,2257922.49506274,2299.15637730299,43
3946960.41137053,2257147.5628118,2371.7702596704,841
3947461.79782062,2257370.65176722,2019.2186316642,446
3947543.55593733,2256965.08052961,2556.91434359803,7795
3948058.89822235,2256927.92325056,2310.79548064868,327
3947784.2206053,2257655.89953647,2977.08035904367,43
3948520.92343627,2259925.90995586,2044.38261023045,270
3949245.7076115,2259204.83497015,2556.2802325169,14
3949340.4506819,2260106.931619,4201.75035556469,842
3945779.05789324,2258627.8653244,2949.70486498571,369
3945997.8010097,2259387.55282581,1713.39321050723,65
3945173.98724672,2259007.99782038,606.711587311119,4878
3946022.05349778,2257910.14132547,2495.59916474762,245
3945657.37529044,2257386.21448619,2165.89844207415,332
3946036.71346273,2257521.87291985,2756.67927926534,418
3945859.27364206,2257219.54870836,2060.43245928632,86
3946076.70681528,2257055.56803257,1931.2292110783,526
3945594.69418183,2258002.81809327,2860.59531129177,2604
3944974.86701031,2258122.28845594,2050.30977137351,1921
3945216.2369511,2257731.30056214,2669.22069666239,552
3948081.54043813,2260950.1018226,2262.40296911257,32
3947925.56210017,2259967.16561218,3141.20042373961,220
3947716.58517431,2259299.22196731,1611.54065434377,73
3947435.89882833,2259055.77683827,3005.28236537489,131
3947800.33561188,2262335.52355595,0,0
3947315.02990255,2258736.09362898,1100.17023796023,59
3946947.4757151,2257940.00028704,3289.51950233812,1358
3947192.83723866,2258560.77115111,2969.60325637582,476
3946857.45374211,2258528.95550362,2551.1315012976,135
3946456.98719679,2258234.8640796,2408.18172104743,85
3946332.13398669,2257876.87926106,1670.06465306858,235
3946543.96934498,2257246.02008208,3025.593585105,466
3946042.17313143,2260540.04193832,3360.72588955345,611
3945695.9689752,2259749.1827694,2357.68853339703,650
3946382.0758779,2261636.58738953,0,0
3946877.34199358,2259934.5013451,4530.09346574227,904
3946272.09051984,2258992.50488472,638.027242960205,1072
3947113.99285913,2261364.84742286,0,0
3944508.13202968,2260817.35785771,1808.95176702764,449
3945325.85965217,2260820.62618166,2186.20714964631,52
3945082.6737665,2261569.49535281,2368.44155589994,306
3946183.67851353,2262477.2730092,21.3863896833171,0
3945099.51050933,2262604.60652764,2207.83004117547,79
3944761.94970536,2262373.95418556,1776.75019894723,36
3944111.33858698,2258510.5080825,2323.05283608887,459
3944041.58716147,2258997.28797591,3468.85795374154,1198
3943691.18862794,2259060.01736106,2274.14131448315,211
3944415.16630464,2259058.3305237,182.414072788299,2739
3943279.25889868,2260430.87796547,3807.1890288201,0
3943108.14534034,2259604.02804667,2617.4607808091,340
3944553.15666701,2257854.68104742,2338.57203742625,482
3944352.35924816,2257790.3571784,961.62269649338,2512
3944976.63291466,2260003.88117078,1757.23138390276,406
3945293.71562645,2260205.0846491,2182.81092992294,216
3944916.97202255,2260672.32060457,1377.082261097,457
3944693.15513392,2259725.72277728,303.071271793327,2407
3945372.9416376,2264607.63146223,2808.66104993071,48
3944870.6841933,2264794.48119581,2821.67428409041,99
3944956.20019875,2264044.18429121,2976.79880648437,278
3944007.09632653,2264319.86259823,2974.07049930698,250
3944294.78289408,2264140.15951324,479.59611895484,1096
3944482.09532172,2262879.66050987,1664.57512677071,43
3944928.71128728,2263370.39474833,2349.65342497623,256
3943904.42362186,2263154.55380038,2730.87790282158,2054
3944204.06022701,2260343.33940731,4505.29606584766,840
3943795.85766402,2259741.95448963,2963.28784289338,794
3943775.62472379,2260658.46246915,2356.59119512736,605
3943177.83570608,2262906.88041048,2573.10163780617,180
3942696.39452322,2262728.24904996,4355.03635360913,95
3942755.09783449,2263373.11753063,1916.97203491402,238
3944141.02970914,2261411.34974567,2456.18571396891,66
3943714.71907032,2262042.69067029,4027.54827275092,1162
3940822.64387797,2262664.03230356,1808.47003017248,617
3940241.12615508,2262366.98492639,1741.60893445825,229
3940780.54080177,2262134.4493136,1852.60382452821,568
3940972.88240402,2262026.91435931,346.20687366072,900
3940464.97844842,2263556.06212713,370.264702456242,9
3938750.66308781,2263416.66379394,621.090926451731,217
3942613.22416065,2261432.90355605,2951.91657896006,1775
3942672.45029918,2261034.80429129,1156.47120029449,4398
3941753.0558166,2261666.02974153,2136.59327862074,436
3941224.96833059,2261333.94062624,0,335
3942092.9436901,2262500.0405699,3406.77365039708,3498
3978712.58810526,2261922.05006447,4276,0
3974738.39738655,2257132.69308209,2067,0
3979503.51261729,2271385.43573021,1503,0
3976318.82225055,2274823.88920742,5000,0
3976032.49548137,2254144.43693538,42,0
3984089.24994127,2261978.99604813,1623,0
3985434.94695129,2269682.7025702,2219.13652372644,990
3983118.89880721,2269018.02627454,3503.66343744509,801
3984970.17540196,2268291.01588127,2888.05017152208,134
3973296.08168607,2262080.85874595,5392,0
3957926.38681067,2298255.38944807,2195.30130662896,927
3957655.8979668,2297698.31267836,2693.66494023139,807
3958881.87580671,2297413.64764063,2502.24282539924,177
3959464.01092654,2297817.73485915,2505.61368540857,242
3956982.60600961,2298676.05951623,3109.36213184162,503
