lon,lat,pop,emp
3933707.72747791,2267310.14644853,2666.22710883045,256
3918954.43672629,2261339.0500788,5118.45666573491,542
3920690.90386712,2263850.16835905,2114.15491327549,57
3918207.78125363,2266374.49715081,1402.49181682804,4575
3921451.31837311,2267186.72337028,3134.35656161511,250
3919898.57556636,2267305.91268806,1627.64442865497,1
3919597.41997293,2268004.40360336,3405.7106204166,1183
3919116.58668055,2267809.88849634,2226.51135654871,222
3919430.01872662,2268705.80564113,3077.09991173307,3271
3918500.97480764,2268862.06163518,1771.88301038851,73
3918802.07736832,2268754.71595795,1837.22044514656,198
3916787.81247258,2269276.59071157,2855.65349170482,793
3916714.59979719,2269336.16311595,1579.07419339701,18
3917800.37324735,2269396.81610606,1711.93289067472,51
3917804.0710607,2270814.66059635,4610.02073017751,396
3919600.72193064,2271312.72408974,2861.56550377363,1610
3919237.94337777,2270221.87352308,2017.57160812642,0
3919425.06533429,2269848.83692431,2443.44331250141,174
3919035.76458311,2269542.03855086,2400.31743732747,50
3918942.22822857,2269146.62618622,3077.87542684948,2195
3916022.57043539,2266423.4979288,130.015675125575,1111
3959007.08796866,2290275.47411851,3745,0
3956337.2956142,2275636.36630577,5417,0
3955692.02858602,2266981.99354716,4607,0
3917560.38800177,2288190.53156897,3932.25440147643,100
3917316.51132546,2289910.77457136,2460.38225916716,35
3917141.0658839,2289559.6316449,2870.42612073556,177
3916570.68370705,2289278.27061999,2964.93234364332,224
3917017.47906748,2289059.76125318,2088.93849159942,30
3916562.05367571,2288463.50100129,3163.73772207552,487
3916741.50273113,2287716.50212178,2837.75026288295,1034
3916210.43142666,2287677.23380701,1870.7020164054,365
3918490.50812221,2287725.03905891,3253.53491350065,956
3915622.26673699,2290568.03835037,196.341468513585,775
3929308.27549959,2292465.9663572,3150,0
3955884.76472895,2252159.19604473,1908.86305539803,0
3956543.4980573,2251440.33775563,2403.11309790725,0
3956683.69567921,2252451.06648157,2073.02384669472,0
3943847.12686259,2267664.27796792,989.279958848671,2158
3941501.03443546,2268786.39889643,2600.69585052488,227
3940094.88396941,2268561.24943136,2791.60905532583,381
3938334.9686816,2267411.43860408,2772.21782793063,2039
3943000.89671002,2265512.07497462,2407.11231504426,981
3942824.47629034,2264485.624402,1445.34962887556,668
3940521.58960751,2265557.44537858,3776.07539889166,951
3942620.72583852,2265386.62781013,2378.43535269404,27
3943244.14177553,2263808.33658356,2226.22461186448,72
3966145.75621329,2269377.87445807,3368,0
3961440.47228785,2263514.78032042,5454,0
3963389.70275444,2290491.85045653,4976,0
3952276.3491683,2259802.69755913,1865.33466836671,411
3951981.08676177,2259311.93026645,2735.19065376954,389
3952903.85660549,2259959.54938526,1948.29193025877,156
3952232.39875533,2260349.86497967,1859.96350800067,59
3952844.57581178,2263022.52996769,2055.21923960431,155
3913536.54381581,2268416.78310593,2993.86967127323,458
3913908.61761585,2268985.22063555,1976.81597379002,1392
3914038.59953537,2269295.18815574,1580.44494036371,41
3913492.26735795,2269939.01699378,1879.56051373632,214
3914903.67203613,2271687.23774478,2431.90873817646,1545
3915166.38558382,2270283.53212088,2640.13780150636,638
3914446.58599482,2269231.53440718,1404.88850414081,113
3915132.0022134,2269208.06558677,2182.37385701309,163
3899539.79376433,2271248.04487866,1927.21679453752,0
3900416.02827902,2266859.74692123,2671.21933802552,0
3898951.3327835,2268592.6505019,1873.34417317123,0
3899359.31109977,2268475.08588468,2116.21969426573,0
3970847.62795895,2277881.9351045,1798.99999999999,0
3952438.27455269,2293721.46848258,5557,0
3932947.23227416,2278907.85843282,3288.43130293046,1183
3933675.03843536,2276629.55811178,1711.68144235831,312
3934223.28560551,2277983.2720554,2242.9537584414,2038
3936123.50699972,2277288.92053404,2300.7758223945,78
3935521.89668942,2275953.67241463,2326.15767387533,713
3945450.7553127,2295620.63621092,4795,0
3965340.17962647,2248484.2517135,5528,0
3963332.81191436,2259475.969288,2148,0
3964470.61689422,2259597.28483126,2544,0
3965033.43393223,2257374.74513708,2132,0
3961645.90221702,2259291.83033625,2115,0
3966328.94741368,2274281.83745917,4768,0
3935488.15488935,2262948.89155164,4777.00000000001,0
3964043.46144441,2278050.53634159,124,0
3941475.66828309,2290174.10893532,5550,0
3919138.61631576,2284202.1599841,2369.89877263337,0
3919621.31352602,2285238.36235726,3232.71073844534,0
3922603.87182627,2283393.45652629,2699.39048892129,0
3948665.47985799,2298494.68674861,379,0
3958513.54273188,2282787.33176813,1228,0
3901936.21012669,2295555.85138206,2295.58349216599,532
3902379.06277057,2295246.20253481,1729.35516248829,2
3917063.44595421,2274342.80051593,3606.03060083286,0
3916799.87954973,2274182.77146155,2305.96939916715,0
3958279.34716824,2266029.15996796,3314.99999999999,0
3934603.9917791,2268618.705185,2101.88420089616,0
3935497.44943783,2268872.25415325,2316.47015693534,0
3936599.72636162,2267975.36239271,2131.6456421685,0
3924616.02959124,2294316.97337911,2837.30748057918,2684
3925243.24962333,2294593.12756949,3371.10734925928,1036
3924075.57602644,2295057.36801802,2578.6281251792,180
3924210.1520606,2294518.26349158,2475.62709324202,528
3925282.3316802,2295357.35863456,1772.80911368056,148
3925215.41235819,2295343.2982106,2595.10760420079,223
3924345.94147747,2295614.43294321,3147.17203998409,162
3924795.06407512,2295210.7066444,2549.33117289255,212
3923417.37736109,2294578.89465192,2801.51635318564,453
3923971.94532067,2293673.76122487,3610.75418787506,1324
3924807.68428565,2293067.96370975,1964.310409445,559
3925266.23691836,2293736.45851527,2285.69290126679,1985
3925012.16720152,2291857.39422676,3683.36461203561,2179
3924299.06236135,2261905.26998628,2684.27294576329,0
3924221.58408529,2259908.7556223,2137.42696232434,0
3924809.01133621,2260504.45377807,2802.30009191241,0
3946715.84028156,2265173.88157241,2723.39703992414,423
3945065.61790319,2266955.72318738,2599.63901391468,344
3943938.27442297,2266173.56187343,3224.54464545466,836
3943872.88013816,2264879.97631339,2173.41930070653,124
3950197.82538296,2269707.06739201,3179,0
3950790.47194643,2266976.99303251,2405,0
3957163.31083347,2278812.59099742,2376,0
3970775.14324322,2270097.69606133,2662.45041143012,399
3972221.50219997,2268760.38357391,3251.7378388444,1001
3970777.93364266,2269488.58636739,2994.96699303001,74
3972075.956212,2269830.91010888,2053.84475669548,40
3965851.66247276,2282606.89559272,1023,0
3935974.94766987,2282148.2223126,1842.03812812862,0
3937154.19010525,2281056.57136721,3888.24471896446,0
3936158.6653422,2280302.23659922,3145.71715290692,0
3956650.24834724,2286479.98554638,2466.40938472588,0
3954923.48371487,2288534.78314072,2808.32750778071,0
3955627.14723025,2287526.41714724,3077.26310749342,0
3940944.74858725,2282266.22756468,5278,0
3936504.98304323,2271596.99437882,1687.47941457653,186
3935690.91553973,2271672.83854322,1733.55720138076,532
3936116.08554456,2271490.94133309,2918.61077118151,150
3936381.03506415,2271268.382198,1798.15020792302,361
3935327.47265079,2272413.57373381,1883.96131337171,189
3935955.98295624,2271915.32271417,1633.96983766968,1490
3935896.30664549,2272246.34008351,2105.65300580987,216
3935584.9342783,2272955.78769016,1950.94247816901,236
3934949.04327267,2274156.34729413,2324.26368453175,201
3936960.56368092,2274781.2579283,2984.805347422,244
3936777.29479027,2270332.06122077,503.30287787809,3564
3938036.66134916,2272547.15280034,109.346171454424,143
3938133.81039956,2270072.93155383,1731.80201594865,1962
3938505.41444465,2269322.19165658,2291.32791518968,228
3939347.1774604,2270436.57071662,1484.97824005603,160
3934324.84904246,2272680.61697132,2173.34553546804,2030
3936476.33870177,2269246.42985371,0,5230
3935333.79736432,2270564.30726012,350.809563477059,7393
3937756.37131364,2269110.45644076,2041.07362406812,96
3937324.93091902,2269546.71655166,2381.62079442406,780
3936887.42316535,2284550.42831525,3631,0
3959092.15276016,2249048.23659837,1958.45949842937,0
3959998.24193633,2249148.04543366,2215.54868942788,0
3960863.70749559,2250027.85193727,2440.99181214274,0
3944960.54406592,2254853.86684053,1433.82196743355,4256
3945268.87949311,2254905.92505398,2449.96219241231,634
3945176.4328362,2255072.43827949,2593.52549941375,745
3945174.80255674,2255262.29977512,3216.28221871695,2470
3945574.95898649,2255037.88542633,2494.84937176463,1143
3945865.504513,2255163.68448104,2730.71859241376,766
3945678.0747192,2255302.92819605,2006.16322346441,278
3945197.26429011,2254506.83960465,609.83035237661,1537
3945331.27023156,2254662.01696643,2220.72788693621,1335
3945387.85054205,2254446.47549781,1991.7436540662,556
3945065.08467339,2254486.47760626,1164.95772942612,2750
3944835.64381454,2254351.79482949,3465.96228603874,2470
3946321.91460868,2255229.05310288,1610.13093462333,125
3946240.16890087,2255327.05019636,2208.19052151172,353
3946138.47963406,2255458.30325794,2154.04558503556,410
3946133.78935791,2255743.7607248,2557.3490138639,445
3945588.47749824,2255466.32191958,77.6325225250456,506
3945650.81838164,2254726.88108633,2970.9003321453,1041
3945892.0273949,2254849.09847863,2389.2061158319,423
3943813.47654487,2257730.35710298,1650.07935066627,5333
3944799.31669203,2255526.29664302,1834.68065955935,5709
3944787.76543435,2255196.77015974,1383.59509922687,262
3944671.00417759,2255384.88792625,1331.88531765864,786
3944449.92434137,2255143.46336561,1696.79883263167,85
3944443.31713143,2255304.39039326,1226.97132400924,433
3944520.49948599,2254756.87842013,1463.82615232705,1056
3944087.54423921,2254823.63238869,2472.10237940902,270
3944497.99566787,2254976.28001103,2144.95583672771,685
3944223.585713,2255591.66482685,3081.11383277749,19541
3944696.94426709,2255948.50462764,2076.92872838874,45
3944621.51550592,2255674.15873,2539.45726596385,240
3944426.12942717,2255560.41349635,1605.60522065411,0
3946313.89188606,2256611.05692419,2193.93338853914,285
3946117.97645113,2256220.90211511,2731.09423633558,812
3945732.67961567,2256002.46641849,2659.29961276692,289
3945531.58006364,2256309.85166327,4145.0465558654,399
3945864.84860418,2256554.86797949,3503.6905288401,662
3945151.92261112,2255495.26323555,162.670987797639,1750
3945430.6097624,2255724.02388689,4157.19000574607,2329
3944962.31232951,2255850.27507387,2411.7071253435,412
3945142.73425478,2255768.78143344,2616.52745065304,1667
3945285.60418792,2256127.27121186,2530.3888968514,222
3945609.53397406,2256697.62718604,2610.60201595632,150
3945344.70876308,2256771.58282229,2986.24737254658,232
3945170.69966313,2257128.65830688,2397.21913141961,203
3944855.68736837,2256997.88384853,1650.45835668257,1503
3944936.62444119,2257224.79955872,1387.47413633715,0
3944971.89163066,2257145.35853378,980.286250534,52
3944979.11036844,2256261.65146209,2677.20766544095,319
3944699.32539424,2256371.00150806,3108.34933885511,573
3944888.32203204,2256601.78402743,2784.60694348892,233
3947557.33974883,2254994.29842859,2512.15342963137,283
3947173.23183289,2254692.46738522,2527.50837827773,376
3947278.5241081,2254992.63999179,2574.68012410373,205
3947185.82088981,2255439.53067971,2915.1512645861,334
3947470.47274407,2255529.27583236,2264.82456702986,228
3947732.52173717,2255760.76549267,2865.60795124074,305
3947371.82935356,2255881.11723053,2033.67252834281,420
3947612.36294298,2256304.8616563,2208.94014424901,956
3947053.42219521,2255979.67816915,2219.94556304871,300
3947274.2783212,2256292.8999938,2698.59819358161,385
3947510.11380465,2256601.16102761,123.938582448848,102
3946923.45358165,2256257.51700906,2075.66203764006,321
3947086.11275601,2256593.41255355,2032.91554699383,0
3946715.54066318,2256625.12802709,2243.06432710864,149
3946555.30400545,2256047.05004236,3031.25860139338,225
3946969.78364729,2255385.93927591,3802.35695721353,694
3946873.57283364,2254951.19398771,3086.45820995502,637
3946482.81593228,2255092.04547951,3616.83415230726,746
3946723.54029547,2255610.35387875,3298.42944084774,485
3946412.7030104,2253490.89357485,2779.69948397986,375
3946706.84354769,2253699.80021693,3122.77372817022,287
3947153.55059332,2253802.25890514,83.904788191541,0
3946866.82548247,2253970.59964744,2870.49809513856,349
3946299.97061114,2253648.99490535,2376.70959628421,246
3946898.72169702,2254646.4991292,8.71197211903269,1399
3946616.49497827,2254774.06301325,3571.07362719964,369
3946166.7058794,2254833.77895079,2824.50855602229,77
3946406.40344335,2254622.89566964,2310.48714334281,170
3946013.72971825,2254602.31323109,2177.44269099902,127
3946867.81681939,2254402.11806788,2445.32396662089,626
3946280.36378596,2254451.60797117,3281.57427714668,390
3946637.80452199,2254274.29949684,2324.57597291887,373
3946272.2803016,2254293.42119111,2255.71971665887,204
3946192.64113224,2254123.4513224,2044.02595605085,309
3946196.10517627,2253877.31027402,2506.97678359962,306
3946527.89056175,2253968.84263407,553.880259596084,0
3947258.6433633,2254413.8656445,3011.20723538672,233
3947303.84473916,2254126.40946387,2680.66709725612,244
3947773.60643719,2254218.74148994,3551.23905331813,504
3945578.81904557,2253201.28351023,2589.08085886047,2204
3945416.37106724,2253526.19480387,2133.21399064832,1271
3945548.42004395,2253673.60496758,2340.7349422772,1169
3945851.40719374,2253436.10112159,289.372371302266,100
3945984.17741821,2253311.32006687,2960.56050086297,2462
3945986.86889622,2253532.08785515,1942.8151043726,1154
3945859.37283468,2253782.24781481,3575.83898579989,1103
3945713.26272703,2254065.66821207,2069.28228329719,332
3945931.58841136,2254181.09409318,2548.30041571835,476
3945653.57784595,2254396.02831772,2684.38290685401,650
3944926.41351872,2254033.1734393,1252.91830148697,4980
3944970.90234912,2253815.22316505,2134.10494857,1086
3944634.35445073,2253868.38380292,2237.64269186363,283
3945245.2241716,2254099.83104856,687.807093965872,3646
3945443.75513016,2254056.35729959,2883.3613133555,1127
3945213.44942259,2253387.50443612,2716.43965107139,1541
3944909.97163024,2253551.40279738,2765.62720451246,250
3944733.59198847,2253219.87581272,2632.19497924071,191
3945010.25405141,2253224.90572413,2445.32145594019,391
3943575.85666025,2252968.26129826,2288.25037760588,216
3943971.52927047,2253205.11818411,1931.67329382712,68
3943226.15021002,2253187.25313114,1452.02364860549,120
3942859.10432462,2253328.45874833,1699.96592544302,256
3943182.45345348,2253684.53583388,1607.87353518034,184
3939003.89529386,2252898.66829044,103.267479918445,48
3943822.25852904,2254211.66873242,1786.44714670738,371
3943446.14157542,2254424.53676327,2118.10696764358,1250
3943424.43633066,2254057.82450254,2154.93831633331,334
3944358.23362945,2252308.57268184,1951.61671973585,114
3944071.13198619,2252662.26099497,1758.45854121468,207
3943427.55019106,2253768.8323109,2345.43683773176,209
3943687.072718,2253783.95048784,2267.45295464375,260
3943956.272084,2253854.43299445,2247.60549438208,519
3943989.01013452,2253584.6661549,2332.828462452,282
3944362.12385454,2253703.76766892,2635.83900831306,399
3944442.97620175,2254121.43587113,2365.03690361062,1515
3944213.86738582,2254206.27690858,2051.17838665164,2391
3944955.45835396,2249735.62044834,2611.74891725482,524
3945493.64099021,2249872.44088993,2216.72378827696,2044
3944987.80131014,2250384.77697865,112.207604906187,367
3943451.77281549,2245996.43860852,533.339851629287,53
3943110.45286558,2247560.43477747,2047.99547335573,93
3943675.57322198,2248114.71155217,3068.60072596063,252
3944014.79771899,2247353.94745999,246.468264434431,258
3945610.03704267,2252929.38790548,1837.61457056571,309
3945851.81414178,2252462.80199892,1793.59550084956,529
3945654.25415303,2252574.2498678,2379.9548467488,768
3945387.67286018,2252690.68370346,2162.69600846843,609
3945045.12602102,2252102.59545205,2253.55240789784,214
3945046.70669974,2252571.78108148,2644.40134634092,379
3944851.6029615,2251364.62787997,2800.41849292286,891
3944448.38729616,2251190.06345251,0,161
3944305.92890703,2248717.64557371,2495.46187425654,591
3944878.55294451,2248355.20568133,2222.62545187104,488
3945279.02732197,2247885.1780249,1748.69887013738,5
3945586.86014819,2248409.24866014,2025.58534091999,214
3945941.14428666,2252921.02558979,3060.54636104102,2083
3946275.0279871,2252774.46445473,4714.05725550305,436
3946501.20514734,2252346.43208243,2763.08783088985,3539
3946121.83253736,2252492.30608003,2755.32932275112,1855
3946491.60519698,2251836.89877288,993.90734443477,543
3946075.75094418,2251520.01238929,2515.480534992,736
3945801.49161466,2251598.45949601,2425.39829897529,1464
3945548.58266892,2251190.7323415,2134.11377393296,1286
3945842.57348635,2252054.85379042,3659.77634587391,1589
3945410.72646779,2251723.63844127,2071.80277616532,1702
3945783.54132266,2250212.92835118,1577.71953155524,325
3946143.28271364,2249486.88220098,2403.99300328038,179
3946190.23909814,2250448.82173077,3098.94781080292,502
3946380.58144421,2250743.56105259,1907.61555545995,723
3945896.42034553,2250829.11341331,770.424526454231,4434
3945753.68308561,2248977.37490493,2407.90830023144,435
3945056.62476645,2249288.72533814,2649.48216149149,807
3944906.58055211,2248904.37667353,2232.09258148446,104
3945848.0826532,2249326.51842171,580.627347883514,1920
3947537.34148761,2248254.73354031,2339.68157363417,598
3947313.25616119,2247431.10824807,2835.24549624902,255
3948239.10318386,2247576.61054149,121.999375463057,0
3949097.62718399,2245667.9862201,1924.30898407476,0
3948642.73580775,2250890.36869495,2455.36050809406,168
3948254.92367609,2250478.18215615,3275.57435142054,667
3947926.06629762,2250057.82076078,3011.96481693559,110
3948175.31615597,2249435.98355404,2084.86429004765,283
3954699.29732451,2248969.57927784,1154.75671267353,0
3946597.53637212,2249764.48843011,2432.83993247744,597
3947037.69605706,2249940.98182079,2678.25822038183,252
3947585.48318247,2249849.28573842,1955.49021772319,223
3947665.07899535,2249339.13985514,2465.69956271411,3189
3946994.22998154,2249195.57982093,1915.69874079124,405
3947435.45223236,2248907.72270142,2291.94851455754,454
3946875.95006667,2248857.98424536,1636.40944659947,53
3946497.66496793,2249097.92433726,1565.9805865743,38
3947489.60478684,2250253.71445797,0,1106
